Date,Close,High,Low,Open,Volume
2023-10-09,1170.6767578125,1175.684785026323,1143.6185686540405,1150.1464618701052,50331794
2023-10-16,1145.6617431640625,1179.496860025269,1144.2664542748817,1168.5340670719288,43721404
2023-10-23,1129.0679931640625,1149.224557825112,1106.3949449771605,1141.1270406155043,46468268
2023-10-30,1155.9267578125,1163.5259660841282,1131.135898041123,1133.1540727660533,59343192
2023-11-06,1153.534912109375,1166.5408195464377,1145.138482408668,1162.205557619888,47740566
2023-11-13,1173.7911376953125,1183.0596069557864,1151.940251512025,1157.5212848824294,36969002
2023-11-20,1192.9012451171875,1197.2366284850898,1164.2484925409067,1170.3030167319043,36520478
2023-11-27,1193.1007080078125,1201.895809103393,1180.941901069538,1192.9013115060882,69106306
2023-12-04,1223.7216796875,1234.1612233859294,1195.2433840588446,1220.8564044525604,63054046
2023-12-11,1243.579345703125,1245.7718555058523,1199.0803506929744,1223.8462708489492,59198950
2023-12-18,1278.1868896484375,1295.0297498106881,1241.2621624334035,1243.5793711264614,79029752
2023-12-25,1288.1031494140625,1302.5790426007668,1277.0157799810606,1278.186854179644,39837040
2024-01-01,1299.439697265625,1312.5452416638338,1282.1484080489918,1285.910663426245,38216060
2024-01-08,1366.0885009765625,1368.6796821500511,1280.13024143667,1300.5858399948918,62978482
2024-01-15,1362.8245849609375,1391.7264931660588,1346.679429730007,1370.3490959324772,50579142
2024-01-22,1348.4981689453125,1367.1100493351462,1318.0765172237054,1362.824545441899,53783420
2024-01-29,1452.769287109375,1469.9111811748812,1355.5742623448887,1359.8845843872928,86119592
2024-02-05,1455.8089599609375,1466.995966658422,1415.0223415999426,1455.8089599609375,54410416
2024-02-12,1455.634521484375,1479.7028578635486,1437.4711923140264,1455.8089782056543,41282192
2024-02-19,1488.57275390625,1492.4845261002738,1448.6084180859923,1457.1046062651933,59499928
2024-02-26,1487.077880859375,1494.926243638477,1445.2698255752491,1488.4981094537952,62749002
2024-03-04,1473.922607421875,1507.3341122951056,1470.5590233078656,1485.4334667287046,33253490
2024-03-11,1413.4278564453125,1483.963485678681,1408.120916820004,1483.963485678681,72026862
2024-03-18,1450.1033935546875,1455.0615412559098,1411.733620035268,1415.196841495474,58468506
2024-03-25,1480.8240966796875,1500.856084215032,1434.1325908638644,1450.1034107259882,49596914
2024-04-01,1455.1611328125,1488.946489126161,1445.095320771709,1487.4266231642132,42864908
2024-04-08,1462.1873779296875,1485.9317410170408,1456.0581560215237,1458.0264512370252,40117874
2024-04-15,1465.15234375,1480.9736470113085,1438.1440330653274,1456.0582088045235,57015716
2024-04-22,1447.6368408203125,1488.4482799814107,1436.6241684587903,1467.469432327077,60776466
2024-04-29,1429.1495361328125,1478.058492690013,1411.3599375772862,1445.095416591756,50461840
2024-05-06,1402.6644287109375,1435.1291949973051,1383.3797828272338,1430.6444162629386,52865390
2024-05-13,1429.9716796875,1434.6309152408787,1379.318643065909,1395.1648859123827,46745744
2024-05-20,1475.2430419921875,1487.1775121230307,1420.7778717428723,1430.8436840769004,43160768
2024-05-27,1425.5616455078125,1479.8772973213681,1415.2964369608205,1475.218062012014,66109418
2024-06-03,1464.977783203125,1509.3771396041964,1354.7021588405678,1477.9836896883614,112116348
2024-06-10,1472.55224609375,1488.2987297095074,1449.754620621699,1464.9778557148122,48447562
2024-06-17,1449.2811279296875,1482.4685395279669,1435.702214416364,1472.552244010559,63206776
2024-06-24,1560.1051025390625,1575.6523116431479,1432.63769638648,1440.635576379529,95279020
2024-07-01,1583.25146484375,1593.0930625872904,1537.5565771204133,1557.2397726074942,43630058
2024-07-08,1591.3240966796875,1603.3583263142643,1557.862711869168,1583.625250614069,48461116
2024-07-15,1549.8897705078125,1600.4182304331764,1547.547743652262,1599.022941564738,40155290
2024-07-22,1503.9207763671875,1532.2994358972824,1458.0514307107148,1532.0502815174616,72019598
2024-07-29,1494.25341796875,1522.3331634435094,1488.2239553567551,1506.83571334582,46856574
2024-08-05,1469.313232421875,1478.8807361132415,1428.4020352862099,1474.9939035224772,54094426
2024-08-12,1473.199951171875,1475.392582683191,1448.7828222340088,1465.0277362719617,30134016
2024-08-19,1494.9012451171875,1506.2128289180037,1475.492144481577,1477.485379394757,49674982
2024-08-26,1509.625,1539.7249755859375,1493.0,1506.9749755859375,104633644
2024-09-02,1464.824951171875,1526.800048828125,1461.625,1510.875,69806352
2024-09-09,1472.625,1486.0,1445.875,1466.5,60599464
2024-09-16,1485.925048828125,1495.0,1455.550048828125,1477.550048828125,67845038
2024-09-23,1526.175048828125,1533.4749755859375,1480.199951171875,1491.0,72455236
2024-09-30,1386.5250244140625,1524.9749755859375,1381.7750244140625,1519.4000244140625,118270626
2024-10-07,1372.0999755859375,1401.0,1361.375,1393.5,83851526
2024-10-14,1359.300048828125,1380.074951171875,1337.625,1379.449951171875,93644776
2024-10-21,1327.8499755859375,1376.0,1322.0,1367.125,87867540
2024-10-28,1338.6500244140625,1353.0,1320.300048828125,1337.0,46276119
2024-11-04,1283.75,1340.0,1275.0,1337.8499755859375,87115958
2024-11-11,1267.5999755859375,1289.300048828125,1249.5,1278.949951171875,46973909
2024-11-18,1265.4000244140625,1281.5,1217.25,1267.5999755859375,67710157
2024-11-25,1292.199951171875,1304.449951171875,1269.050048828125,1290.0,75973363
2024-12-02,1311.550048828125,1329.949951171875,1277.050048828125,1288.0,73398411
2024-12-09,1272.8499755859375,1315.0,1239.5999755859375,1303.0,91955139
2024-12-16,1205.300048828125,1281.0,1201.5,1275.0,74177300
2024-12-23,1221.050048828125,1233.550048828125,1213.199951171875,1215.0,33804316
2024-12-30,1251.1500244140625,1262.050048828125,1206.1500244140625,1216.4000244140625,52124209
2025-01-06,1241.9000244140625,1271.050048828125,1215.0,1253.949951171875,65148886
2025-01-13,1302.3499755859375,1326.0,1226.4000244140625,1230.0,79922863
2025-01-20,1246.300048828125,1316.0,1243.5,1316.0,61833462
2025-01-27,1264.5999755859375,1270.550048828125,1218.5,1239.0999755859375,49004524
2025-02-03,1266.699951171875,1290.5,1237.550048828125,1251.0,54775726
2025-02-10,1217.25,1266.5,1193.3499755859375,1264.5,55771701
2025-02-17,1228.1500244140625,1240.0,1204.5,1211.0999755859375,35756878
2025-02-24,1200.0999755859375,1223.25,1193.300048828125,1216.550048828125,53241193
2025-03-03,1249.800048828125,1254.800048828125,1156.0,1204.0,68929385
2025-03-10,1247.9000244140625,1264.1500244140625,1229.75,1245.0,43503714
2025-03-17,1276.3499755859375,1281.0,1233.0999755859375,1242.1500244140625,70555562
2025-03-24,1275.0999755859375,1307.699951171875,1268.75,1291.0,79263150
2025-03-31,1204.699951171875,1277.9000244140625,1193.1500244140625,1275.0999755859375,47585256
2025-04-07,1218.949951171875,1222.6500244140625,1114.8499755859375,1132.199951171875,63158492
2025-04-14,1274.5,1280.199951171875,1218.949951171875,1218.949951171875,37025400
2025-04-21,1300.4000244140625,1325.199951171875,1267.0,1270.0,58862511
2025-04-28,1419.800048828125,1426.699951171875,1320.199951171875,1340.0,102132052
2025-05-05,1377.199951171875,1439.5,1374.5,1431.0,69985014
2025-05-12,1456.4000244140625,1461.4000244140625,1400.0,1400.0,56866043
2025-05-19,1426.800048828125,1454.5999755859375,1396.9000244140625,1452.0999755859375,42212064
2025-05-26,1417.800048828125,1441.0,1408.5999755859375,1432.0,37199886
